City,Hotel_Name,Number_of_Reviews,Neighborhood,Distance_from_Center,Description,Facilities,Address,Latitude,Longitude,Hotel_URL,City_ID,Clean_Rate
Toulouse,Residhome Toulouse Tolosa,2362,"Toulouse West, Toulouse",3.6 km from downtown,"Located between Blagnac Airport and Toulouse city center, this Residhome is easily accessible by the A620/ E09 motorway. It offers a fitness room and soundproofed accommodations with free Wi-Fi. Toulouse Stadium is 3.1 mi away.

Accommodations at the Residhome Toulouse Tolosa is serviced by a elevator and equipped with air conditioning. Each apartment has a living room with satellite TV and a kitchenette.

A fully organic breakfast is served every morning with fresh juices, seasonal fruits, breads, pastries, muesli and cereals, cheese and ham. Food allergies and intolerances can also be accommodated. The property works with eco-friendly suppliers.

Laundry and ironing services are also available on request.

A bus service to Toulouse city center stops directly outside the Toulouse Tolosa Residhome. There is also on-site private parking at an additional cost.","Private Parking, Free Wifi, Family rooms, Fitness center, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Room service, Elevator, Very Good Breakfast","Toulouse West, Toulouse",43.606938,1.399234,https://www.booking.com/hotel/fr/residhome-toulouse-tolosa.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285857&from=searchresults,357,8.4
Toulouse,Matabi Hotel Toulouse Gare by HappyCulture,4080,"Toulouse City-Centre, Toulouse",1 km from downtown,"Comfortable Accommodations: Matabi Hotel Toulouse Gare by HappyCulture in Toulouse offers family rooms with air-conditioning, private bathrooms, and free WiFi. Each room includes a work desk, soundproofing, and a TV.

Exceptional Facilities: Guests can enjoy a bar, lounge, coffee shop, and a 24-hour front desk. Additional services include a elevator, housekeeping, room service, and luggage storage.

Delicious Breakfast: A continental buffet breakfast is served with juice, fresh pastries, cheese, and fruits. Express check-in and check-out services enhance the stay.

Prime Location: Located 4.3 mi from Toulouse-Blagnac Airport, the hotel is near Toulouse-Matabiau Station and an ice-skating rink. Guests appreciate the public transport options and the convenience for city trips.","Free Wifi, Family rooms, Non-smoking rooms, 24-hour front desk, Room service, Elevator, Bar, Good Breakfast","Toulouse City-Centre, Toulouse",43.611122,1.452255,https://www.booking.com/hotel/fr/terminus-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285863&from=searchresults,357,8.2
Toulouse,Residhotel Toulouse Centre,1501,"Capitole, Toulouse",1.1 km from downtown,"Located in Toulouse, Residhotel Toulouse Center is 2953 feet from the Toulouse Museum and 1640 feet from Palais de Justice Metro Station. It offers apartments and studios with free WiFi access. Toulouse Stadium is 1.6 mi away.

Each accommodations type is serviced by a elevator and includes a TV and a private bathroom with free toiletries and a shower. A desk and a wardrobe are also provided.

Guests can prepare their own meals at Residhotel Toulouse Center. Studios and apartments have a kitchen with a fridge, a microwave and kitchenware.

This property is 2625 feet from Noter-Dame de la Daurade Basilica and a 20-minute walk from the Saint-Raymond Musée.","Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Elevator, Good Breakfast","Capitole, Toulouse",43.595392,1.441205,https://www.booking.com/hotel/fr/residhotel-toulouse-centre.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285870&from=searchresults,357,7.9
Toulouse,Residhome Toulouse Occitania,3100,"Toulouse Left Bank, Toulouse",3 km from downtown,"An outdoor swimming pool and free Wi-Fi access feature in this Residhome. It is less than 328 feet from the Hippodrome tram stop providing access to Toulouse Blagnac Airport in less than 20 minutes and to Toulouse city center. Toulouse Stadium is 2.2 mi away.

An LCD TV with satellite channels features in all of the apartments and studios at Residhome Toulouse Occitania. Each is air-conditioned and also has a kitchenette with hotplates for making meals.

A fully organic breakfast is served every morning with fresh juices, seasonal fruits, breads, pastries, muesli and cereals, cheese and ham. Food allergies and intolerances can also be accommodated. The property works with eco-friendly suppliers.

Toulouse Hippodrome is opposite this 3-star residence and the exhibition center is a 10-minute drive away. Private and free public parking are available on site and the A620 is just a 3-minute drive away.","Outdoor swimming pool, Parking on site, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, Elevator, Excellent Breakfast","Toulouse Left Bank, Toulouse",43.593805,1.410364,https://www.booking.com/hotel/fr/residhome-toulouse-occitania.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285876&from=searchresults,357,8.5
Toulouse,Nemea Appart Hotel Concorde Toulouse Gare Matabiau,4668,"Toulouse City-Centre, Toulouse",1 km from downtown,"Located in the center of Toulouse, next to the Canal du Midi and in front of Toulouse Matabiau Train Station, Néméa Appart‘Hôtel Résidence Concorde offers a fitness center located on the 9th floor, including a sauna.

At Néméa Appart‘Hôtel Résidence Concorde each accommodations is air-conditioned and includes a TV as well as free WiFi access. The private bathrooms are fitted with a bathtub.

The apartments and studios have a kitchenette equipped with a microwave. Restaurants and bars can be found within walking distance.

In-room beauty treatments are available upon request and for an extra charge.

Néméa Appart‘Hôtel Résidence Concorde's location makes it an excellent base to discover Toulouse with Toulouse center and Place du Capitole a 15-minute walk away. Toulouse Blagnac Airport is a 15-minute drive from the property.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Hot tub/Jacuzzi, Elevator, Good Breakfast","Toulouse City-Centre, Toulouse",43.611941,1.451807,https://www.booking.com/hotel/fr/residence-concorde.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285882&from=searchresults,357,8.2
Toulouse,Hôtel Anatole France,70,"Capitole, Toulouse",450 m from downtown,"The Hôtel Anatole France in Toulouse has 18 rooms and is located less than a 5-minute walk from the famous Place du Capitole, offering direct access to the city center. It was completely renovated in January 2025.

There are many restaurants nearby, in a lively area.

The property is a 5-minute walk from the Musée Saint-Raymond and less than 984 feet from the Basilique Saint-Sernin. Saint-Étienne Cathedral is 0.6 mi away, Parc de la Prairie des Filtres is a 25-minute walk away and Toulouse-Blagnac Airport is 6.2 mi away.

In terms of transport, the hotel has convenient access to the metro with the nearby Capitole station, served by a line directly connecting to Toulouse-Matabiau train station. Compans-Caffarelli station, also within walking distance, offers another connection to the metro as well as an airport shuttle.

The rooms at the Hôtel Anatole France are equipped with a television and most have a bathroom with a shower and separate toilet.",Free Wifi,"Capitole, Toulouse",43.60603,1.438848,https://www.booking.com/hotel/fr/anatole-france.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285889&from=searchresults,357,5.9
Toulouse,Boutique Hotel Villa du Taur,533,"Capitole, Toulouse",400 m from downtown,"Villa du Taur is located in the center of Toulouse near Place du Capitole and the Saint-Sernin Basilica. It offers guestrooms with free WiFi internet access.

All of the guest rooms at Villa du Taur feature double glazing windows and tiled private bathrooms.

Guests can enjoy contemporary art exhibitions. A terrace lounge and an event or exhibition room are available on request.

In this historic area of Toulouse guests can walk to Place Wilson where they will find shops, theaters and cafés. A 10-minute walk away is the Toulouse TGV train station.

The Sixty-two bistronomic restaurant welcomes you from Tuesday to Saturday, lunchtime and evening.","Parking, Free Wifi, Family rooms, Non-smoking rooms, Restaurant, 24-hour front desk, Room service, Tea/Coffee Maker in All Rooms, Bar, Good Breakfast","Capitole, Toulouse",43.607659,1.442048,https://www.booking.com/hotel/fr/hotel-junior.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285894&from=searchresults,357,8.3
Toulouse,OVYO Hôtel,567,"Capitole, Toulouse",0.6 km from downtown,"Prime Location: OVYO Hôtel in Toulouse offers a central setting with Le Pont Neuf just a 2-minute walk away. Capitole Metro Station is 2625 feet nearby, while Toulouse-Blagnac Airport lies 5 mi from the property.

Exceptional Facilities: Guests enjoy a bar and free WiFi, alongside private check-in and check-out services. Additional amenities include a fitness room, 24-hour front desk, concierge, and child-friendly buffet.

Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, and modern amenities such as streaming services and free toiletries. Family rooms and interconnected rooms cater to all travelers.

Dining Options: Breakfast options include continental, American, buffet, full English/Irish, vegetarian, vegan, gluten-free, and kosher. The on-site coffee shop offers a variety of beverages.

 Nearby attractions include Saint-Cyprien Republique Metro Station less than 0.6 mi away, Place du Capitole an 8-minute walk, and Zénith Toulouse Métropole 1.9 mi from the hotel.","Private Parking, Free Wifi, Airport shuttle, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Tea/Coffee Maker in All Rooms, Bar, Breakfast","Capitole, Toulouse",43.599365,1.44105,https://www.booking.com/hotel/fr/ovyo.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285901&from=searchresults,357,8.6
Toulouse,Eklo Toulouse,5020,"Toulouse Left Bank, Toulouse",2.9 km from downtown,"Comfortable Accommodations: Eklo Toulouse in Toulouse offers family rooms with private bathrooms, walk-in showers, and work desks. Each room includes a TV and free WiFi, ensuring a pleasant stay.

Dining and Leisure: The hotel features a sun terrace, restaurant, bar, and coffee shop. Guests can enjoy brunch, lunch, dinner, and cocktails in a family-friendly, traditional, and modern ambiance.

Convenient Location: Located 1.9 mi from Toulouse-Blagnac Airport, Eklo Toulouse is near attractions such as Zénith Toulouse Métropole (9-minute walk) and Amphitheater Purpan-Ancely (1.1 mi). Boating is available in the surroundings.

Guest Services: The hotel offers a lounge, elevator, 24-hour front desk, and paid on-site private parking. Additional amenities include a minimarket, evening entertainment, and live music.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Restaurant, Facilities for disabled guests, 24-hour front desk, Elevator, Bar, Very Good Breakfast","Toulouse Left Bank, Toulouse",43.603436,1.407623,https://www.booking.com/hotel/fr/eklo-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285907&from_sustainable_property_sr=1&from=searchresults,357,8.0
Toulouse,Ibis Styles Toulouse Centre Canal du Midi,3602,"Toulouse East, Toulouse",1.1 km from downtown,"The ibis Styles Toulouse Center Canal du Midi is located in the center of Toulouse, on the banks of the Canal du Midi and next to the Halle aux Grains concert hall, just 0.6 mi from Place du Capitole and 2.2 mi from of the Toulouse stadium. Wi-Fi is available free of charge.

The air-conditioned rooms at the Ibis Styles Toulouse Center Canal du Midi each have a private bathroom. A flat-screen TV is also present in each room. The rooms are accessible by a elevator.

A continental buffet breakfast is served every morning. The Ibis Styles Toulouse Center Canal du Midi offers a 24-hour reception and free newspapers. Private parking is available for an additional charge.

The hotel is a 10-minute walk from Toulouse-Matabiau Train Station and 2.5 mi from the Parc des Expositions. Toulouse-Blagnac airport is 15 minutes away by car. François Verdier metro station is a 5-minute walk away. Secure underground parking is available at an additional cost.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, 24-hour front desk, Elevator, Terrace, Bar, Good Breakfast","Toulouse East, Toulouse",43.601471,1.457068,https://www.booking.com/hotel/fr/kyriad-toulouse.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285914&from_sustainable_property_sr=1&from=searchresults,357,7.8
Toulouse,Appart Hotel Odalys City Toulouse Colombélie,3351,"Toulouse City-Centre, Toulouse",0.9 km from downtown,"Located in Toulouse, just 0.6 mi from the famous Place du Capitole, Appart Hotel Odalys City Toulouse Colombélie offers self-catering accommodations.Free WiFi access is available throughout the property.

All apartments include a TV . There is a fully equipped kitchenette with a microwave and a refrigerator. The private bathrooms come with a bath or shower.

In the morning, a continental breakfast in the form on a buffet is available.

For guests who wish to explore the local sites on public transport, the Jean-Jaurès Metro Stop is just 2297 feet away. Toulouse Expo is 2.5 mi away.

The Gare Matabiau Train Station is a 12-minute walk from the property and Toulouse-Blagnac Airport is located 6.2 mi away.","Private Parking, Free Wifi, Family rooms, Non-smoking rooms, Facilities for disabled guests, 24-hour front desk, Elevator, Very Good Breakfast","Toulouse City-Centre, Toulouse",43.605809,1.455719,https://www.booking.com/hotel/fr/odalys-appart-39-colombelie.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF90b3Vsb3VzZUgzWARoTYgBAZgBM7gBB8gBDNgBA-gBAfgBAYgCAagCAbgC9pH-xAbAAgHSAiRmN2Y1ZGQ5My02Nzg0LTRlZGEtYTdiMS0wMGJjZmIyZTkwYzbYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=6d71883b13500377&srepoch=1755285920&from=searchresults,357,8.3
